STATISTIC Label,Year,Single Year of Age,GenderCode,Sex,UNIT,VALUE,Age Group,Previous_Year_Population,Inward or Outward Flow_Immigrants: All origins,Inward or Outward Flow_Net migration,VALUE_Population,Migration_Rate
Population estimates from 1926,2000,78,2,Female,Number,9667,65 and over,10887.0,,,,
Population estimates from 1926,2000,79,1,Male,Number,6451,65 and over,6644.0,,,,
Population estimates from 1926,2000,79,2,Female,Number,9317,65 and over,9667.0,,,,
Population estimates from 1926,2000,80,1,Male,Number,5747,65 and over,6451.0,,,,
Population estimates from 1926,2000,80,2,Female,Number,8779,65 and over,9317.0,,,,
Population estimates from 1926,2000,81,1,Male,Number,4698,65 and over,5747.0,,,,
Population estimates from 1926,2000,81,2,Female,Number,7835,65 and over,8779.0,,,,
Population estimates from 1926,2000,82,1,Male,Number,3623,65 and over,4698.0,,,,
Population estimates from 1926,2000,82,2,Female,Number,6124,65 and over,7835.0,,,,
Population estimates from 1926,2000,83,1,Male,Number,3678,65 and over,3623.0,,,,
Population estimates from 1926,2000,83,2,Female,Number,6354,65 and over,6124.0,,,,
Population estimates from 1926,2000,84,1,Male,Number,3266,65 and over,3678.0,,,,
Population estimates from 1926,2000,84,2,Female,Number,5732,65 and over,6354.0,,,,
Population estimates from 1926,2000,85,1,Male,Number,2572,65 and over,3266.0,,,,
Population estimates from 1926,2000,85,2,Female,Number,5242,65 and over,5732.0,,,,
Population estimates from 1926,2000,86,1,Male,Number,2200,65 and over,2572.0,,,,
Population estimates from 1926,2000,86,2,Female,Number,4638,65 and over,5242.0,,,,
Population estimates from 1926,2000,87,1,Male,Number,1823,65 and over,2200.0,,,,
Population estimates from 1926,2000,87,2,Female,Number,3961,65 and over,4638.0,,,,
Population estimates from 1926,2000,88,1,Male,Number,1510,65 and over,1823.0,,,,
Population estimates from 1926,2000,88,2,Female,Number,3170,65 and over,3961.0,,,,
Population estimates from 1926,2000,89,1,Male,Number,1157,65 and over,1510.0,,,,
Population estimates from 1926,2000,89,2,Female,Number,2642,65 and over,3170.0,,,,
Population estimates from 1926,2000,90,1,Male,Number,825,65 and over,1157.0,,,,
Population estimates from 1926,2000,90,2,Female,Number,2268,65 and over,2642.0,,,,
Population estimates from 1926,2000,91,1,Male,Number,558,65 and over,825.0,,,,
Population estimates from 1926,2000,91,2,Female,Number,1597,65 and over,2268.0,,,,
Population estimates from 1926,2000,92,1,Male,Number,327,65 and over,558.0,,,,
Population estimates from 1926,2000,92,2,Female,Number,945,65 and over,1597.0,,,,
Population estimates from 1926,2000,93,1,Male,Number,233,65 and over,327.0,,,,
Population estimates from 1926,2000,93,2,Female,Number,903,65 and over,945.0,,,,
Population estimates from 1926,2000,94,1,Male,Number,200,65 and over,233.0,,,,
Population estimates from 1926,2000,94,2,Female,Number,773,65 and over,903.0,,,,
Population estimates from 1926,2000,95,1,Male,Number,200,65 and over,200.0,,,,
Population estimates from 1926,2000,95,2,Female,Number,493,65 and over,773.0,,,,
Population estimates from 1926,2000,96,1,Male,Number,17,65 and over,200.0,,,,
Population estimates from 1926,2000,96,2,Female,Number,358,65 and over,493.0,,,,
Population estimates from 1926,2000,97,1,Male,Number,69,65 and over,17.0,,,,
Population estimates from 1926,2000,97,2,Female,Number,281,65 and over,358.0,,,,
Population estimates from 1926,2000,98,1,Male,Number,54,65 and over,69.0,,,,
Population estimates from 1926,2000,98,2,Female,Number,119,65 and over,281.0,,,,
Population estimates from 1926,2000,99,1,Male,Number,37,65 and over,54.0,,,,
Population estimates from 1926,2000,99,2,Female,Number,180,65 and over,119.0,,,,
Population estimates from 1926,2001,0,1,Male,Number,28427,0-14 years old,32438.0,,,,
Population estimates from 1926,2001,0,2,Female,Number,26658,0-14 years old,30574.0,,,,
Population estimates from 1926,2001,1,1,Male,Number,27879,0-14 years old,28427.0,,,,
Population estimates from 1926,2001,1,2,Female,Number,26444,0-14 years old,26658.0,,,,
Population estimates from 1926,2001,2,1,Male,Number,28332,0-14 years old,27879.0,,,,
Population estimates from 1926,2001,2,2,Female,Number,27116,0-14 years old,26444.0,,,,
Population estimates from 1926,2001,3,1,Male,Number,28632,0-14 years old,28332.0,,,,
Population estimates from 1926,2001,3,2,Female,Number,26989,0-14 years old,27116.0,,,,
Population estimates from 1926,2001,4,1,Male,Number,27167,0-14 years old,28632.0,,,,
Population estimates from 1926,2001,4,2,Female,Number,25580,0-14 years old,26989.0,,,,
Population estimates from 1926,2001,5,1,Male,Number,27619,0-14 years old,27167.0,,,,
Population estimates from 1926,2001,5,2,Female,Number,25409,0-14 years old,25580.0,,,,
Population estimates from 1926,2001,6,1,Male,Number,25906,0-14 years old,27619.0,,,,
Population estimates from 1926,2001,6,2,Female,Number,24801,0-14 years old,25409.0,,,,
Population estimates from 1926,2001,7,1,Male,Number,27127,0-14 years old,25906.0,,,,
Population estimates from 1926,2001,7,2,Female,Number,25342,0-14 years old,24801.0,,,,
Population estimates from 1926,2001,8,1,Male,Number,26589,0-14 years old,27127.0,,,,
Population estimates from 1926,2001,8,2,Female,Number,25769,0-14 years old,25342.0,,,,
Population estimates from 1926,2001,9,1,Male,Number,28236,0-14 years old,26589.0,,,,
Population estimates from 1926,2001,9,2,Female,Number,26919,0-14 years old,25769.0,,,,
Population estimates from 1926,2001,10,1,Male,Number,29343,0-14 years old,28236.0,,,,
Population estimates from 1926,2001,10,2,Female,Number,27645,0-14 years old,26919.0,,,,
Population estimates from 1926,2001,11,1,Male,Number,29159,0-14 years old,29343.0,,,,
Population estimates from 1926,2001,11,2,Female,Number,27763,0-14 years old,27645.0,,,,
Population estimates from 1926,2001,12,1,Male,Number,28715,0-14 years old,29159.0,,,,
Population estimates from 1926,2001,12,2,Female,Number,27551,0-14 years old,27763.0,,,,
Population estimates from 1926,2001,13,1,Male,Number,29571,0-14 years old,28715.0,,,,
Population estimates from 1926,2001,13,2,Female,Number,28652,0-14 years old,27551.0,,,,
Population estimates from 1926,2001,14,1,Male,Number,32244,0-14 years old,29571.0,,,,
Population estimates from 1926,2001,14,2,Female,Number,29961,0-14 years old,28652.0,,,,
Population estimates from 1926,2001,15,1,Male,Number,31752,15-24 years old,30338.0,,,,
Population estimates from 1926,2001,15,2,Female,Number,30246,15-24 years old,30701.0,,,,
Population estimates from 1926,2001,16,1,Male,Number,31838,15-24 years old,31752.0,,,,
Population estimates from 1926,2001,16,2,Female,Number,30198,15-24 years old,30246.0,,,,
Population estimates from 1926,2001,17,1,Male,Number,33513,15-24 years old,31838.0,,,,
Population estimates from 1926,2001,17,2,Female,Number,31640,15-24 years old,30198.0,,,,
Population estimates from 1926,2001,18,1,Male,Number,33737,15-24 years old,33513.0,,,,
Population estimates from 1926,2001,18,2,Female,Number,31948,15-24 years old,31640.0,,,,
Population estimates from 1926,2001,19,1,Male,Number,33412,15-24 years old,33737.0,,,,
Population estimates from 1926,2001,19,2,Female,Number,32133,15-24 years old,31948.0,,,,
Population estimates from 1926,2001,20,1,Male,Number,33761,15-24 years old,33412.0,,,,
Population estimates from 1926,2001,20,2,Female,Number,33836,15-24 years old,32133.0,,,,
Population estimates from 1926,2001,21,1,Male,Number,35123,15-24 years old,33761.0,,,,
Population estimates from 1926,2001,21,2,Female,Number,32934,15-24 years old,33836.0,,,,
Population estimates from 1926,2001,22,1,Male,Number,30460,15-24 years old,35123.0,,,,
Population estimates from 1926,2001,22,2,Female,Number,32244,15-24 years old,32934.0,,,,
Population estimates from 1926,2001,23,1,Male,Number,31148,15-24 years old,30460.0,,,,
Population estimates from 1926,2001,23,2,Female,Number,28787,15-24 years old,32244.0,,,,
Population estimates from 1926,2001,24,1,Male,Number,30008,15-24 years old,31148.0,,,,
Population estimates from 1926,2001,24,2,Female,Number,29281,15-24 years old,28787.0,,,,
Population estimates from 1926,2001,25,1,Male,Number,31367,25-44 years old,25370.0,,,,
Population estimates from 1926,2001,25,2,Female,Number,31539,25-44 years old,25067.0,,,,
Population estimates from 1926,2001,26,1,Male,Number,29944,25-44 years old,31367.0,,,,
Population estimates from 1926,2001,26,2,Female,Number,27925,25-44 years old,31539.0,,,,
Population estimates from 1926,2001,27,1,Male,Number,28804,25-44 years old,29944.0,,,,
Population estimates from 1926,2001,27,2,Female,Number,30001,25-44 years old,27925.0,,,,
Population estimates from 1926,2001,28,1,Male,Number,30410,25-44 years old,28804.0,,,,
Population estimates from 1926,2001,28,2,Female,Number,30255,25-44 years old,30001.0,,,,
Population estimates from 1926,2001,29,1,Male,Number,30656,25-44 years old,30410.0,,,,
Population estimates from 1926,2001,29,2,Female,Number,29930,25-44 years old,30255.0,,,,
Population estimates from 1926,2001,30,1,Male,Number,29871,25-44 years old,30656.0,,,,
Population estimates from 1926,2001,30,2,Female,Number,29628,25-44 years old,29930.0,,,,
Population estimates from 1926,2001,31,1,Male,Number,28707,25-44 years old,29871.0,,,,
Population estimates from 1926,2001,31,2,Female,Number,29516,25-44 years old,29628.0,,,,
Population estimates from 1926,2001,32,1,Male,Number,29023,25-44 years old,28707.0,,,,
Population estimates from 1926,2001,32,2,Female,Number,29436,25-44 years old,29516.0,,,,
Population estimates from 1926,2001,33,1,Male,Number,27886,25-44 years old,29023.0,,,,
Population estimates from 1926,2001,33,2,Female,Number,27452,25-44 years old,29436.0,,,,
Population estimates from 1926,2001,34,1,Male,Number,28742,25-44 years old,27886.0,,,,
Population estimates from 1926,2001,34,2,Female,Number,28377,25-44 years old,27452.0,,,,
Population estimates from 1926,2001,35,1,Male,Number,28952,25-44 years old,28742.0,,,,
Population estimates from 1926,2001,35,2,Female,Number,30023,25-44 years old,28377.0,,,,
Population estimates from 1926,2001,36,1,Male,Number,28371,25-44 years old,28952.0,,,,
Population estimates from 1926,2001,36,2,Female,Number,29093,25-44 years old,30023.0,,,,
Population estimates from 1926,2001,37,1,Male,Number,28855,25-44 years old,28371.0,,,,
Population estimates from 1926,2001,37,2,Female,Number,28349,25-44 years old,29093.0,,,,
Population estimates from 1926,2001,38,1,Male,Number,27179,25-44 years old,28855.0,,,,
Population estimates from 1926,2001,38,2,Female,Number,29615,25-44 years old,28349.0,,,,
Population estimates from 1926,2001,39,1,Male,Number,27809,25-44 years old,27179.0,,,,
Population estimates from 1926,2001,39,2,Female,Number,26834,25-44 years old,29615.0,,,,
Population estimates from 1926,2001,40,1,Male,Number,28035,25-44 years old,27809.0,,,,
Population estimates from 1926,2001,40,2,Female,Number,28898,25-44 years old,26834.0,,,,
Population estimates from 1926,2001,41,1,Male,Number,26960,25-44 years old,28035.0,,,,
Population estimates from 1926,2001,41,2,Female,Number,27304,25-44 years old,28898.0,,,,
Population estimates from 1926,2001,42,1,Male,Number,25664,25-44 years old,26960.0,,,,
Population estimates from 1926,2001,42,2,Female,Number,26149,25-44 years old,27304.0,,,,
Population estimates from 1926,2001,43,1,Male,Number,26015,25-44 years old,25664.0,,,,
Population estimates from 1926,2001,43,2,Female,Number,26378,25-44 years old,26149.0,,,,
Population estimates from 1926,2001,44,1,Male,Number,26291,25-44 years old,26015.0,,,,
Population estimates from 1926,2001,44,2,Female,Number,25893,25-44 years old,26378.0,,,,
Population estimates from 1926,2001,45,1,Male,Number,25116,45-64 years old,14161.0,,,,
Population estimates from 1926,2001,45,2,Female,Number,24895,45-64 years old,14479.0,,,,
Population estimates from 1926,2001,46,1,Male,Number,24565,45-64 years old,25116.0,,,,
Population estimates from 1926,2001,46,2,Female,Number,25161,45-64 years old,24895.0,,,,
Population estimates from 1926,2001,47,1,Male,Number,24323,45-64 years old,24565.0,,,,
Population estimates from 1926,2001,47,2,Female,Number,24198,45-64 years old,25161.0,,,,
Population estimates from 1926,2001,48,1,Male,Number,24928,45-64 years old,24323.0,,,,
Population estimates from 1926,2001,48,2,Female,Number,24254,45-64 years old,24198.0,,,,
Population estimates from 1926,2001,49,1,Male,Number,23471,45-64 years old,24928.0,,,,
Population estimates from 1926,2001,49,2,Female,Number,22990,45-64 years old,24254.0,,,,
Population estimates from 1926,2001,50,1,Male,Number,23056,45-64 years old,23471.0,,,,
Population estimates from 1926,2001,50,2,Female,Number,23294,45-64 years old,22990.0,,,,
Population estimates from 1926,2001,51,1,Male,Number,23438,45-64 years old,23056.0,,,,
Population estimates from 1926,2001,51,2,Female,Number,22836,45-64 years old,23294.0,,,,
Population estimates from 1926,2001,52,1,Male,Number,23114,45-64 years old,23438.0,,,,
Population estimates from 1926,2001,52,2,Female,Number,23134,45-64 years old,22836.0,,,,
Population estimates from 1926,2001,53,1,Male,Number,22984,45-64 years old,23114.0,,,,
Population estimates from 1926,2001,53,2,Female,Number,21954,45-64 years old,23134.0,,,,
Population estimates from 1926,2001,54,1,Male,Number,22916,45-64 years old,22984.0,,,,
Population estimates from 1926,2001,54,2,Female,Number,21510,45-64 years old,21954.0,,,,
Population estimates from 1926,2001,55,1,Male,Number,21295,45-64 years old,22916.0,,,,
Population estimates from 1926,2001,55,2,Female,Number,21154,45-64 years old,21510.0,,,,
Population estimates from 1926,2001,56,1,Male,Number,19096,45-64 years old,21295.0,,,,
Population estimates from 1926,2001,56,2,Female,Number,19002,45-64 years old,21154.0,,,,
Population estimates from 1926,2001,57,1,Male,Number,18923,45-64 years old,19096.0,,,,
Population estimates from 1926,2001,57,2,Female,Number,18024,45-64 years old,19002.0,,,,
Population estimates from 1926,2001,58,1,Male,Number,17949,45-64 years old,18923.0,,,,
Population estimates from 1926,2001,58,2,Female,Number,18117,45-64 years old,18024.0,,,,
Population estimates from 1926,2001,59,1,Male,Number,16734,45-64 years old,17949.0,,,,
Population estimates from 1926,2001,59,2,Female,Number,15528,45-64 years old,18117.0,,,,
Population estimates from 1926,2001,60,1,Male,Number,15503,45-64 years old,16734.0,,,,
Population estimates from 1926,2001,60,2,Female,Number,15635,45-64 years old,15528.0,,,,
Population estimates from 1926,2001,61,1,Male,Number,16167,45-64 years old,15503.0,,,,
Population estimates from 1926,2001,61,2,Female,Number,15801,45-64 years old,15635.0,,,,
Population estimates from 1926,2001,62,1,Male,Number,15612,45-64 years old,16167.0,,,,
Population estimates from 1926,2001,62,2,Female,Number,15157,45-64 years old,15801.0,,,,
Population estimates from 1926,2001,63,1,Male,Number,13873,45-64 years old,15612.0,,,,
Population estimates from 1926,2001,63,2,Female,Number,14356,45-64 years old,15157.0,,,,
Population estimates from 1926,2001,64,1,Male,Number,14777,45-64 years old,13873.0,,,,
Population estimates from 1926,2001,64,2,Female,Number,14866,45-64 years old,14356.0,,,,
Population estimates from 1926,2001,65,1,Male,Number,13567,65 and over,37.0,,,,
Population estimates from 1926,2001,65,2,Female,Number,14178,65 and over,180.0,,,,
Population estimates from 1926,2001,66,1,Male,Number,12967,65 and over,13567.0,,,,
Population estimates from 1926,2001,66,2,Female,Number,13462,65 and over,14178.0,,,,
Population estimates from 1926,2001,67,1,Male,Number,13109,65 and over,12967.0,,,,
Population estimates from 1926,2001,67,2,Female,Number,13304,65 and over,13462.0,,,,
Population estimates from 1926,2001,68,1,Male,Number,12337,65 and over,13109.0,,,,
Population estimates from 1926,2001,68,2,Female,Number,13221,65 and over,13304.0,,,,
Population estimates from 1926,2001,69,1,Male,Number,12027,65 and over,12337.0,,,,
Population estimates from 1926,2001,69,2,Female,Number,12623,65 and over,13221.0,,,,
Population estimates from 1926,2001,70,1,Male,Number,11699,65 and over,12027.0,,,,
Population estimates from 1926,2001,70,2,Female,Number,12832,65 and over,12623.0,,,,
Population estimates from 1926,2001,71,1,Male,Number,10957,65 and over,11699.0,,,,
Population estimates from 1926,2001,71,2,Female,Number,12307,65 and over,12832.0,,,,
