STATISTIC Label,Year,Single Year of Age,C02199V02655,Sex,UNIT,VALUE,Age Group
Population estimates from 1926,2005,31,1,Male,Number,32631,25-44 years old
Population estimates from 1926,2005,31,2,Female,Number,33656,25-44 years old
Population estimates from 1926,2005,32,1,Male,Number,34824,25-44 years old
Population estimates from 1926,2005,32,2,Female,Number,34512,25-44 years old
Population estimates from 1926,2005,33,1,Male,Number,33111,25-44 years old
Population estimates from 1926,2005,33,2,Female,Number,33417,25-44 years old
Population estimates from 1926,2005,34,1,Male,Number,33433,25-44 years old
Population estimates from 1926,2005,34,2,Female,Number,32858,25-44 years old
Population estimates from 1926,2005,35,1,Male,Number,33909,25-44 years old
Population estimates from 1926,2005,35,2,Female,Number,32481,25-44 years old
Population estimates from 1926,2005,36,1,Male,Number,32397,25-44 years old
Population estimates from 1926,2005,36,2,Female,Number,31054,25-44 years old
Population estimates from 1926,2005,37,1,Male,Number,30158,25-44 years old
Population estimates from 1926,2005,37,2,Female,Number,30546,25-44 years old
Population estimates from 1926,2005,38,1,Male,Number,30504,25-44 years old
Population estimates from 1926,2005,38,2,Female,Number,29823,25-44 years old
Population estimates from 1926,2005,39,1,Male,Number,30816,25-44 years old
Population estimates from 1926,2005,39,2,Female,Number,30449,25-44 years old
Population estimates from 1926,2005,40,1,Male,Number,30069,25-44 years old
Population estimates from 1926,2005,40,2,Female,Number,30680,25-44 years old
Population estimates from 1926,2005,41,1,Male,Number,29897,25-44 years old
Population estimates from 1926,2005,41,2,Female,Number,29453,25-44 years old
Population estimates from 1926,2005,42,1,Male,Number,29473,25-44 years old
Population estimates from 1926,2005,42,2,Female,Number,29677,25-44 years old
Population estimates from 1926,2005,43,1,Male,Number,28692,25-44 years old
Population estimates from 1926,2005,43,2,Female,Number,28787,25-44 years old
Population estimates from 1926,2005,44,1,Male,Number,28929,25-44 years old
Population estimates from 1926,2005,44,2,Female,Number,28472,25-44 years old
Population estimates from 1926,2005,45,1,Male,Number,27748,45-64 years old
Population estimates from 1926,2005,45,2,Female,Number,28023,45-64 years old
Population estimates from 1926,2005,46,1,Male,Number,27217,45-64 years old
Population estimates from 1926,2005,46,2,Female,Number,26915,45-64 years old
Population estimates from 1926,2005,47,1,Male,Number,26699,45-64 years old
Population estimates from 1926,2005,47,2,Female,Number,26876,45-64 years old
Population estimates from 1926,2005,48,1,Male,Number,26300,45-64 years old
Population estimates from 1926,2005,48,2,Female,Number,25726,45-64 years old
Population estimates from 1926,2005,49,1,Male,Number,24888,45-64 years old
Population estimates from 1926,2005,49,2,Female,Number,25028,45-64 years old
Population estimates from 1926,2005,50,1,Male,Number,25859,45-64 years old
Population estimates from 1926,2005,50,2,Female,Number,25439,45-64 years old
Population estimates from 1926,2005,51,1,Male,Number,24553,45-64 years old
Population estimates from 1926,2005,51,2,Female,Number,24405,45-64 years old
Population estimates from 1926,2005,52,1,Male,Number,25172,45-64 years old
Population estimates from 1926,2005,52,2,Female,Number,24320,45-64 years old
Population estimates from 1926,2005,53,1,Male,Number,23638,45-64 years old
Population estimates from 1926,2005,53,2,Female,Number,23328,45-64 years old
Population estimates from 1926,2005,54,1,Male,Number,23672,45-64 years old
Population estimates from 1926,2005,54,2,Female,Number,22673,45-64 years old
Population estimates from 1926,2005,55,1,Male,Number,23249,45-64 years old
Population estimates from 1926,2005,55,2,Female,Number,23379,45-64 years old
Population estimates from 1926,2005,56,1,Male,Number,22815,45-64 years old
Population estimates from 1926,2005,56,2,Female,Number,22620,45-64 years old
Population estimates from 1926,2005,57,1,Male,Number,22957,45-64 years old
Population estimates from 1926,2005,57,2,Female,Number,21908,45-64 years old
Population estimates from 1926,2005,58,1,Male,Number,22101,45-64 years old
Population estimates from 1926,2005,58,2,Female,Number,21224,45-64 years old
Population estimates from 1926,2005,59,1,Male,Number,20855,45-64 years old
Population estimates from 1926,2005,59,2,Female,Number,20318,45-64 years old
Population estimates from 1926,2005,60,1,Male,Number,19105,45-64 years old
Population estimates from 1926,2005,60,2,Female,Number,19022,45-64 years old
Population estimates from 1926,2005,61,1,Male,Number,18749,45-64 years old
Population estimates from 1926,2005,61,2,Female,Number,18153,45-64 years old
Population estimates from 1926,2005,62,1,Male,Number,17387,45-64 years old
Population estimates from 1926,2005,62,2,Female,Number,17409,45-64 years old
Population estimates from 1926,2005,63,1,Male,Number,16073,45-64 years old
Population estimates from 1926,2005,63,2,Female,Number,15643,45-64 years old
Population estimates from 1926,2005,64,1,Male,Number,15409,45-64 years old
Population estimates from 1926,2005,64,2,Female,Number,15135,45-64 years old
Population estimates from 1926,2005,65,1,Male,Number,15303,65 and over
Population estimates from 1926,2005,65,2,Female,Number,15518,65 and over
Population estimates from 1926,2005,66,1,Male,Number,14403,65 and over
Population estimates from 1926,2005,66,2,Female,Number,14670,65 and over
Population estimates from 1926,2005,67,1,Male,Number,13366,65 and over
Population estimates from 1926,2005,67,2,Female,Number,14136,65 and over
Population estimates from 1926,2005,68,1,Male,Number,13358,65 and over
Population estimates from 1926,2005,68,2,Female,Number,14030,65 and over
Population estimates from 1926,2005,69,1,Male,Number,12698,65 and over
Population estimates from 1926,2005,69,2,Female,Number,13361,65 and over
Population estimates from 1926,2005,70,1,Male,Number,12318,65 and over
Population estimates from 1926,2005,70,2,Female,Number,13173,65 and over
Population estimates from 1926,2005,71,1,Male,Number,11588,65 and over
Population estimates from 1926,2005,71,2,Female,Number,12644,65 and over
Population estimates from 1926,2005,72,1,Male,Number,11255,65 and over
Population estimates from 1926,2005,72,2,Female,Number,12442,65 and over
Population estimates from 1926,2005,73,1,Male,Number,10426,65 and over
Population estimates from 1926,2005,73,2,Female,Number,11778,65 and over
Population estimates from 1926,2005,74,1,Male,Number,10089,65 and over
Population estimates from 1926,2005,74,2,Female,Number,11654,65 and over
Population estimates from 1926,2005,75,1,Male,Number,9284,65 and over
Population estimates from 1926,2005,75,2,Female,Number,11404,65 and over
Population estimates from 1926,2005,76,1,Male,Number,8174,65 and over
Population estimates from 1926,2005,76,2,Female,Number,10748,65 and over
Population estimates from 1926,2005,77,1,Male,Number,7713,65 and over
Population estimates from 1926,2005,77,2,Female,Number,10304,65 and over
Population estimates from 1926,2005,78,1,Male,Number,7096,65 and over
Population estimates from 1926,2005,78,2,Female,Number,10069,65 and over
Population estimates from 1926,2005,79,1,Male,Number,6496,65 and over
Population estimates from 1926,2005,79,2,Female,Number,9701,65 and over
Population estimates from 1926,2005,80,1,Male,Number,6078,65 and over
Population estimates from 1926,2005,80,2,Female,Number,9302,65 and over
Population estimates from 1926,2005,81,1,Male,Number,5383,65 and over
Population estimates from 1926,2005,81,2,Female,Number,8492,65 and over
Population estimates from 1926,2005,82,1,Male,Number,5009,65 and over
Population estimates from 1926,2005,82,2,Female,Number,8136,65 and over
Population estimates from 1926,2005,83,1,Male,Number,3991,65 and over
Population estimates from 1926,2005,83,2,Female,Number,7068,65 and over
Population estimates from 1926,2005,84,1,Male,Number,3812,65 and over
Population estimates from 1926,2005,84,2,Female,Number,6714,65 and over
Population estimates from 1926,2005,85,1,Male,Number,3323,65 and over
Population estimates from 1926,2005,85,2,Female,Number,6084,65 and over
Population estimates from 1926,2005,86,1,Male,Number,2430,65 and over
Population estimates from 1926,2005,86,2,Female,Number,4878,65 and over
Population estimates from 1926,2005,87,1,Male,Number,1723,65 and over
Population estimates from 1926,2005,87,2,Female,Number,3677,65 and over
Population estimates from 1926,2005,88,1,Male,Number,1649,65 and over
Population estimates from 1926,2005,88,2,Female,Number,3677,65 and over
Population estimates from 1926,2005,89,1,Male,Number,1263,65 and over
Population estimates from 1926,2005,89,2,Female,Number,2892,65 and over
Population estimates from 1926,2005,90,1,Male,Number,1024,65 and over
Population estimates from 1926,2005,90,2,Female,Number,2652,65 and over
Population estimates from 1926,2005,91,1,Male,Number,832,65 and over
Population estimates from 1926,2005,91,2,Female,Number,2089,65 and over
Population estimates from 1926,2005,92,1,Male,Number,592,65 and over
Population estimates from 1926,2005,92,2,Female,Number,1676,65 and over
Population estimates from 1926,2005,93,1,Male,Number,369,65 and over
Population estimates from 1926,2005,93,2,Female,Number,1343,65 and over
Population estimates from 1926,2005,94,1,Male,Number,245,65 and over
Population estimates from 1926,2005,94,2,Female,Number,865,65 and over
Population estimates from 1926,2005,95,1,Male,Number,212,65 and over
Population estimates from 1926,2005,95,2,Female,Number,616,65 and over
Population estimates from 1926,2005,96,1,Male,Number,135,65 and over
Population estimates from 1926,2005,96,2,Female,Number,421,65 and over
Population estimates from 1926,2005,97,1,Male,Number,80,65 and over
Population estimates from 1926,2005,97,2,Female,Number,249,65 and over
Population estimates from 1926,2005,98,1,Male,Number,68,65 and over
Population estimates from 1926,2005,98,2,Female,Number,252,65 and over
Population estimates from 1926,2005,99,1,Male,Number,76,65 and over
Population estimates from 1926,2005,99,2,Female,Number,305,65 and over
Population estimates from 1926,2006,0,1,Male,Number,31302,0-14 years old
Population estimates from 1926,2006,0,2,Female,Number,29779,0-14 years old
Population estimates from 1926,2006,1,1,Male,Number,31113,0-14 years old
Population estimates from 1926,2006,1,2,Female,Number,29341,0-14 years old
Population estimates from 1926,2006,2,1,Male,Number,31014,0-14 years old
Population estimates from 1926,2006,2,2,Female,Number,29688,0-14 years old
Population estimates from 1926,2006,3,1,Male,Number,30863,0-14 years old
Population estimates from 1926,2006,3,2,Female,Number,29608,0-14 years old
Population estimates from 1926,2006,4,1,Male,Number,30371,0-14 years old
Population estimates from 1926,2006,4,2,Female,Number,29265,0-14 years old
Population estimates from 1926,2006,5,1,Male,Number,29817,0-14 years old
Population estimates from 1926,2006,5,2,Female,Number,28380,0-14 years old
Population estimates from 1926,2006,6,1,Male,Number,29896,0-14 years old
Population estimates from 1926,2006,6,2,Female,Number,28349,0-14 years old
Population estimates from 1926,2006,7,1,Male,Number,30049,0-14 years old
Population estimates from 1926,2006,7,2,Female,Number,28403,0-14 years old
Population estimates from 1926,2006,8,1,Male,Number,29340,0-14 years old
Population estimates from 1926,2006,8,2,Female,Number,27821,0-14 years old
Population estimates from 1926,2006,9,1,Male,Number,29007,0-14 years old
Population estimates from 1926,2006,9,2,Female,Number,27473,0-14 years old
Population estimates from 1926,2006,10,1,Male,Number,28114,0-14 years old
Population estimates from 1926,2006,10,2,Female,Number,26418,0-14 years old
Population estimates from 1926,2006,11,1,Male,Number,27654,0-14 years old
Population estimates from 1926,2006,11,2,Female,Number,26212,0-14 years old
Population estimates from 1926,2006,12,1,Male,Number,27526,0-14 years old
Population estimates from 1926,2006,12,2,Female,Number,26045,0-14 years old
Population estimates from 1926,2006,13,1,Male,Number,28371,0-14 years old
Population estimates from 1926,2006,13,2,Female,Number,26731,0-14 years old
Population estimates from 1926,2006,14,1,Male,Number,29041,0-14 years old
Population estimates from 1926,2006,14,2,Female,Number,28067,0-14 years old
Population estimates from 1926,2006,15,1,Male,Number,30070,15-24 years old
Population estimates from 1926,2006,15,2,Female,Number,28222,15-24 years old
Population estimates from 1926,2006,16,1,Male,Number,29043,15-24 years old
Population estimates from 1926,2006,16,2,Female,Number,27762,15-24 years old
Population estimates from 1926,2006,17,1,Male,Number,28915,15-24 years old
Population estimates from 1926,2006,17,2,Female,Number,27682,15-24 years old
Population estimates from 1926,2006,18,1,Male,Number,29629,15-24 years old
Population estimates from 1926,2006,18,2,Female,Number,28773,15-24 years old
